gene,scores,pvals,rank
FAM172A,-0.7225507,0.46995597613933926,21814
MAPK8IP1,-0.7226596,0.4698890561193061,21815
IMPDH1,-0.7230952,0.4696214287021252,21816
C1orf159,-0.7230952,0.4696214287021252,21817
APLF,-0.7236396,0.46928701295068775,21818
ZNF441,-0.72370493,0.4692468919120447,21819
RNF214,-0.72475034,0.46860521334625926,21820
FGFR3,-0.7250988,0.4683914284689936,21821
AFF4,-0.72518593,0.46833799068818704,21822
RAMP2,-0.72533834,0.4682444826948824,21823
TSPAN2,-0.72566503,0.46804414324112464,21824
AAR2,-0.7257522,0.4679907274063785,21825
C1orf74,-0.7257522,0.4679907274063785,21826
EIF2B2,-0.7262966,0.4676569549578108,21827
CNTNAP3,-0.72688466,0.4672966289347993,21828
ANKRD54,-0.727342,0.4670164818133893,21829
DAPL1,-0.72740734,0.46697646840158835,21830
FAM120A,-0.7276469,0.4668297688284073,21831
ABHD11,-0.727734,0.4667764298686006,21832
STK38L,-0.7278211,0.4667230942901789,21833
NRBP1,-0.72793,0.46665642957251463,21834
PCSK7,-0.7281914,0.46649645580988797,21835
WDR17,-0.7283438,0.46640315183939296,21836
SLCO5A1,-0.7284309,0.4663498399359941,21837
KCTD21-AS1,-0.7284527,0.4663365124887161,21838
MOSPD2,-0.7289754,0.4660167171912494,21839
ABHD2,-0.72932386,0.46580358800558186,21840
APPL2,-0.72984654,0.4654839957763467,21841
CBLL1,-0.73012966,0.46531093421181013,21842
ZNF8,-0.7303039,0.46520445256670306,21843
PAXIP1-AS1,-0.730391,0.465151216824517,21844
ZNF625,-0.7305217,0.46507136956222794,21845
PRKCB,-0.73071766,0.46495161295977905,21846
OTULINL,-0.73078305,0.46491169790354336,21847
ENTPD6,-0.7308701,0.46485848079308534,21848
LRP12,-0.7311097,0.46471215121029097,21849
B3GNT10,-0.7311315,0.46469884979165577,21850
DYNC2LI1,-0.7314364,0.464512652170854,21851
SPIN1,-0.7319373,0.46420684622067054,21852
BTBD7,-0.73224217,0.4640207583498025,21853
CNTRL,-0.73228574,0.4639941777592166,21854
DAB1,-0.7331569,0.4634627440190634,21855
CDC14A,-0.7338756,0.46302456661316493,21856
RIOK1,-0.73391914,0.4629980178314951,21857
YKT6,-0.7339627,0.46297146989851123,21858
SIAH1,-0.7342894,0.46277238745534577,21859
CARNMT1,-0.73442006,0.4626927678474454,21860
PSMA3-AS1,-0.7344418,0.4626794986556123,21861
STARD4-AS1,-0.7348774,0.4624141593934482,21862
IMMP1L,-0.73496455,0.4623611017306304,21863
ABCD3,-0.73500806,0.4623345741730739,21864
ASTN1,-0.7351388,0.4622549965960916,21865
KLHL42,-0.73522586,0.46220194912474055,21866
APEX2,-0.7354001,0.46209586437480066,21867
ISG20L2,-0.7354219,0.46208260473668605,21868
CPVL,-0.73594457,0.46176443713997817,21869
PXMP4,-0.73603165,0.4617114211027902,21870
ANGEL2,-0.73605347,0.46169816762461624,21871
EMILIN3,-0.736489,0.4614331426805157,21872
TPP2,-0.73657614,0.4613801478915618,21873
LEMD2,-0.73727304,0.4609563120092286,21874
POM121,-0.7373166,0.46092982949454864,21875
ZNF215,-0.7382749,0.4603474293852622,21876
BEX1,-0.73875403,0.46005638377009306,21877
ANKRD49,-0.73881936,0.46001670371136905,21878
MTDH,-0.7388411,0.4600034774507614,21879
ANKRD17,-0.73908067,0.45985800263093535,21880
SUZ12,-0.7393638,0.4596861110492304,21881
CHD1L,-0.7396905,0.45948781931609195,21882
HTATSF1,-0.7397558,0.45944816671833744,21883
RGS3,-0.7398647,0.4593820833142729,21884
CHST2,-0.7401261,0.4592235048666323,21885
MCOLN1,-0.74027854,0.45913101493565056,21886
ABCC10,-0.7403003,0.4591178029403814,21887
NCOA4,-0.7408448,0.4587875722949062,21888
ZNF780A,-0.74119323,0.4585762945701467,21889
SLITRK1,-0.7422168,0.4579559818326332,21890
ZNF264,-0.7422386,0.45794278880649264,21891
KARS,-0.7423039,0.45790321100766085,21892
SLC35A2,-0.7423257,0.45789001883458946,21893
ALKBH8,-0.7423693,0.45786363512827244,21894
HDAC1,-0.74249995,0.4577844891281293,21895
CALCB,-0.7425435,0.4577581088344258,21896
ZNF569,-0.74260885,0.45771853999364553,21897
ZNF574,-0.74276125,0.4576262201645004,21898
MYH9,-0.7432404,0.45733614018692426,21899
TNIP1,-0.7432622,0.4573229571871815,21900
VPS13B,-0.7435018,0.4571779582746879,21901
DNAAF5,-0.7435018,0.4571779582746879,21902
MED31,-0.7436542,0.45708569968504487,21903
AL117332.1,-0.74432933,0.45667725166329143,21904
C17orf58,-0.7444165,0.456624563638205,21905
KYAT1,-0.744656,0.4564796891870375,21906
RPP25,-0.7449827,0.45628217476481225,21907
OLA1,-0.74515694,0.45617685339162517,21908
SRRM3,-0.745244,0.45612419783224023,21909
ERMARD,-0.74559253,0.45591360978023787,21910
ADCYAP1,-0.74559253,0.45591360978023787,21911
MDP1,-0.74585384,0.4557557046410201,21912
HOXA2,-0.7459845,0.45567676361232345,21913
SECISBP2,-0.7459845,0.45567676361232345,21914
AMMECR1L,-0.7470735,0.45501922100312575,21915
AMOTL2,-0.7470952,0.45500607560375383,21916
IQCD,-0.7474219,0.45480892028074416,21917
FLNC,-0.7490553,0.4538238658474907,21918
ZNF793,-0.7490771,0.4538107399227741,21919
FGD1,-0.7495127,0.45354826640005674,21920
LRWD1,-0.7495344,0.45353514497271175,21921
LINC01139,-0.74955624,0.4535220237595573,21922
NAP1L2,-0.7496433,0.4534695410488996,21923
HOXA6,-0.7497522,0.45340394248019233,21924
CAP2,-0.7500789,0.453207178908106,21925
BNIP2,-0.7504927,0.4529580142568489,21926
SPOPL,-0.7515163,0.4523419920277856,21927
RYBP,-0.7516034,0.45228958647272366,21928
NARS2,-0.7516905,0.452237184348838,21929
PDXDC1,-0.7517341,0.4522109845736404,21930
GPR19,-0.7517559,0.4521978850077374,21931
PASK,-0.7527359,0.45160862655688017,21932
LCLAT1,-0.75312793,0.45137304483462704,21933
ARL17A,-0.75349814,0.4511506148401233,21934
HIST2H2BE,-0.75399905,0.45084977889823097,21935
LPGAT1,-0.7543911,0.45061442131318585,21936
MTF1,-0.7544564,0.45057520181455624,21937
CNTN1,-0.7547395,0.4504052729940141,21938
ATP9B,-0.754892,0.45031378789797194,21939
TMEM104,-0.7551098,0.45018311316643844,21940
TMEM35A,-0.7552187,0.45011778385852785,21941
PHYHIPL,-0.7559374,0.4496867451803712,21942
CIAPIN1,-0.7559374,0.4496867451803712,21943
ALG11,-0.7563512,0.44943867759078293,21944
XRCC1,-0.7564601,0.4493734095473342,21945
ETV4,-0.75656897,0.4493081468800174,21946
RMDN1,-0.7568303,0.4491515384150554,21947
DBR1,-0.75689566,0.44911239113816737,21948
NLGN2,-0.7570481,0.44902105502065537,21949
CMYA5,-0.757745,0.44860365273000113,21950
KIF13B,-0.7580935,0.4483950342164972,21951
LINS1,-0.7582459,0.44830378094328227,21952
NSMAF,-0.7583548,0.44823860649163894,21953
PHF13,-0.7584855,0.4481604042537626,21954
KMT5C,-0.75861615,0.4480822097663444,21955
DAP,-0.7588121,0.4479649325685665,21956
AC012306.2,-0.758921,0.44789978610622383,21957
HSF1,-0.7593784,0.4476262297568272,21958
SLC37A3,-0.75944376,0.4475871580321027,21959
AC098850.3,-0.76022774,0.4471184485704407,21960
SPECC1,-0.76033664,0.4470533721200606,21961
SLC6A6,-0.7607505,0.4468061307482971,21962
UCHL3,-0.7609029,0.44671506143707207,21963
SNRK,-0.76096827,0.44667603496591557,21964
UMPS,-0.7610118,0.4466500183964143,21965
HDX,-0.7610989,0.4465979878445534,21966
HPDL,-0.7612078,0.4465329545058315,21967
PRSS35,-0.7613603,0.4464419168875967,21968
SERTAD2,-0.7613603,0.4464419168875967,21969
GPD2,-0.76138204,0.4464289123760822,21970
ZNF776,-0.7614691,0.4463768964864242,21971
C1orf50,-0.76159984,0.4462988791214251,21972
E2F2,-0.7616216,0.44628587698206534,21973
ZNF813,-0.76203537,0.4460388773137206,21974
PDP1,-0.76207894,0.4460128818783421,21975
PCGF5,-0.76214427,0.44597389034318347,21976
MCUB,-0.76240563,0.4458179436187728,21977
TIPARP,-0.7624492,0.445791955518544,21978
DIP2A,-0.76257986,0.44571399639628195,21979
ARF6,-0.7626234,0.44568801174840467,21980
EHD3,-0.7631897,0.4453502898791928,21981
MARK1,-0.76340747,0.4452204357034283,21982
MTO1,-0.7634728,0.4451814836601937,21983
TBL2,-0.76425683,0.44471421071262507,21984
TAZ,-0.7642786,0.4447012349035574,21985
BRAP,-0.7642786,0.4447012349035574,21986
CBX6,-0.7642786,0.4447012349035574,21987
EFHC1,-0.7644964,0.44457148869220886,21988
RND1,-0.7651933,0.4441564459843016,21989
TMEM246,-0.76523685,0.4441305131611609,21990
CDS2,-0.7653022,0.44409161554715004,21991
CCDC58,-0.765324,0.44407865010800973,21992
MCCC1,-0.7657595,0.4438193867101544,21993
FAM91A1,-0.76595557,0.4437027463879434,21994
TTC1,-0.7666307,0.4433011193190445,21995
MARS,-0.7666743,0.44327521503085365,21996
CHST7,-0.7670009,0.4430809604439909,21997
ZNF407,-0.7670227,0.44306801186849043,21998
EHMT2,-0.7672405,0.4429385380104379,21999
FAM72D,-0.7672623,0.4429255918143835,22000
RASSF1,-0.76750183,0.4427831979360165,22001
SIPA1L1,-0.76750183,0.4427831979360165,22002
TSEN2,-0.7682423,0.4423432369301564,22003
MAPK14,-0.76839477,0.44225268777922044,22004
DLAT,-0.7685254,0.4421750826631603,22005
ADPGK,-0.76891744,0.441942314075641,22006
KBTBD4,-0.76898277,0.4419035261310288,22007
EMD,-0.7695926,0.44154159929650394,22008
NOC2L,-0.7697668,0.44143822281710077,22009
KSR1,-0.77028954,0.441128176565023,22010
POLD2,-0.77057266,0.44096028695379186,22011
GNG3,-0.7705944,0.4409473738852091,22012
ADAM11,-0.7707251,0.4408699000247509,22013
ASTE1,-0.77201,0.44010848938813507,22014
RASA3,-0.77268517,0.4397087286780589,22015
SLC38A6,-0.77272874,0.43968294482305703,22016
ZNF653,-0.7731861,0.4394122667438338,22017
PPFIA2,-0.77342564,0.4392705211797069,22018
LINC00476,-0.7735563,0.4391932164859442,22019
GSTZ1,-0.77364343,0.4391416843643632,22020
FBH1,-0.7739483,0.43896134928914476,22021
MEF2C-AS1,-0.7739483,0.43896134928914476,22022
TRAF5,-0.77412254,0.4388583197784113,22023
METTL1,-0.7744492,0.43866517689854434,22024
AL021453.1,-0.7749719,0.4383562499196444,22025
RNMT,-0.77555996,0.43800885661707356,22026
SLC25A25,-0.7756906,0.4379316796137066,22027
FAM84B,-0.77625686,0.43759733633071085,22028
AKAP8,-0.7762786,0.4375844799076304,22029
FIP1L1,-0.7762786,0.4375844799076304,22030
IGLON5,-0.7768667,0.43723743865176623,22031
ATP1A3,-0.7770409,0.4371346420493928,22032
HPF1,-0.77717155,0.43705755372992006,22033
HBA2,-0.77752,0.4368520231509584,22034
AL133453.1,-0.7778031,0.43668507055206884,22035
SH3BP1,-0.777912,0.43662086780222953,22036
PDS5A,-0.7782823,0.4364026191334117,22037
NDUFAF6,-0.7785654,0.43623576551899923,22038
ZNF354B,-0.77863073,0.43619726606110054,22039
MAP3K2,-0.77891386,0.43603045770946713,22040
TGFBR1,-0.7790881,0.4359278246979357,22041
AC092040.1,-0.779393,0.4357482504486533,22042
DEF8,-0.77974147,0.4355430749828103,22043
CHST11,-0.7797632,0.43553025336684137,22044
MAN1B1,-0.77993745,0.43542768827783684,22045
FBLIM1,-0.78004634,0.4353635921742166,22046
KLF13,-0.78117883,0.43469731548448076,22047
GCNT2,-0.7813095,0.43462047531174675,22048
HIPK3,-0.7814402,0.4345436429836296,22049
BSDC1,-0.7818322,0.43431319307208593,22050
FAM69C,-0.7818758,0.4342875918853617,22051
CHGB,-0.78211534,0.43414680094355784,22052
NOL11,-0.7822024,0.43409561077708436,22053
MRPL35,-0.7831171,0.4335583246486393,22054
RNF20,-0.783226,0.4334943876378312,22055
FBXO43,-0.7835745,0.4332898258477207,22056
NUTF2,-0.78372693,0.4332003476251186,22057
WBP2,-0.78379226,0.43316200308789243,22058
NDST1,-0.78385764,0.4331236605142337,22059
DVL3,-0.78444564,0.432778665722247,22060
NBPF9,-0.7844892,0.43275311688098805,22061
RBFOX3,-0.78451097,0.43274034278773077,22062
ZNF205,-0.78461987,0.43267647559525835,22063
BASP1-AS1,-0.78536034,0.4322423234096101,22064
ACTC1,-0.7856217,0.4320891534840917,22065
ERRFI1,-0.78564346,0.43207639074297954,22066
LY6H,-0.7856653,0.43206362822023936,22067
BRSK1,-0.7857088,0.43203810382988417,22068
GALNT18,-0.7860355,0.4318466987468166,22069
ASAP3,-0.78605723,0.4318339401551682,22070
PPP4R3A,-0.7863622,0.43165534280682294,22071
ENPP1,-0.7866453,0.43148954074947654,22072
MALT1,-0.78699374,0.43128552736640136,22073
EIF4H,-0.78753823,0.4309668684479112,22074
MCM4,-0.787952,0.4307247790313027,22075
BLOC1S6,-0.7882351,0.430559184375369,22076
EIF1AY,-0.788932,0.4301517241962901,22077
UBE2G1,-0.78917164,0.43001171148301154,22078
PDGFD,-0.78928053,0.42994807809019486,22079
TMX3,-0.78975964,0.4296681561360147,22080
RNF152,-0.7898032,0.42964271393660347,22081
MED19,-0.7898468,0.42961727261243243,22082
GEMIN6,-0.7904348,0.42927390040943714,22083
ZNF483,-0.7911099,0.4288798550224642,22084
ANKRD27,-0.79128414,0.42877820004318823,22085
UNC5C,-0.7920682,0.42832092607244565,22086
SLFN13,-0.792286,0.428193955900841,22087
APOE,-0.7925473,0.42804162061198614,22088
ESCO1,-0.79302645,0.42776242119306995,22089
GOLIM4,-0.79335314,0.42757211876371826,22090
ESS2,-0.79339665,0.42754674883231225,22091
FXYD5,-0.7940936,0.42714094917652434,22092
FBXO45,-0.79422426,0.4270648867336462,22093
SLC17A6,-0.794246,0.4270522104272506,22094
ADPRM,-0.79433316,0.4270015073943694,22095
EFNA3,-0.7945074,0.426900111854039,22096
SEPT8,-0.7945074,0.426900111854039,22097
AGBL5,-0.7948341,0.4267100330451302,22098
ZNF382,-0.79503006,0.42659600944671217,22099
KMT2B,-0.7953132,0.42643134006058936,22100
SCARB1,-0.7962497,0.4258869285545932,22101
USP24,-0.79655457,0.42570976585733145,22102
ZNF740,-0.7966853,0.42563385215683835,22103
CYFIP2,-0.79707724,0.4254061584725014,22104
GPR108,-0.7971644,0.425355569535929,22105
AC006504.5,-0.79731685,0.4252670473501948,22106
SLC23A2,-0.79790485,0.42492570542700725,22107
COPS8,-0.7980573,0.42483723550797003,22108
NISCH,-0.7980791,0.4248245978267007,22109
ZBTB45,-0.79812264,0.42479932312312874,22110
MT1X,-0.7987542,0.42443293866693366,22111
PNPLA8,-0.79899377,0.42429401358852803,22112
HDAC8,-0.7993423,0.4240919882131291,22113
MAPK8,-0.79956,0.42396575092442534,22114
GGCX,-0.7998214,0.4238142951920675,22115
NUP43,-0.8002134,0.4235871709482927,22116
GTF2H2C,-0.80025697,0.42356193931831543,22117
UBXN11,-0.8003005,0.423536708567823,22118
ATP6V1E1,-0.800649,0.4233348942274052,22119
B3GALT6,-0.8006925,0.4233096713930511,22120
CLOCK,-0.801041,0.4231079203873064,22121
MAGEL2,-0.8014548,0.4228684142015805,22122
SH3BGRL2,-0.8015201,0.42283060469468003,22123
TRAPPC10,-0.8015637,0.42280539945672113,22124
ACADVL,-0.80158544,0.4227927971677403,22125
DHX16,-0.80165076,0.422754991620819,22126
EFCAB11,-0.80180323,0.4226667863783965,22127
TMEM128,-0.8018468,0.42264158686073994,22128
PIR,-0.80208635,0.422503005246063,22129
LDAH,-0.8021081,0.4224904082377199,22130
FRY,-0.80295753,0.42199929657488977,22131
PLAC9,-0.8030446,0.4219489450775106,22132
SLC1A4,-0.8030446,0.4219489450775106,22133
CDC123,-0.8032624,0.4218230817444829,22134
IFT74,-0.803306,0.4217979117197994,22135
ARHGAP22,-0.8033495,0.4217727425757961,22136
SNX4,-0.80393755,0.4214330453368842,22137
CDAN1,-0.8043949,0.421168947367752,22138
FCF1,-0.80463445,0.42103064910357224,22139
GABPB1-AS1,-0.8047651,0.4209552249218039,22140
GMIP,-0.8048958,0.4208798086712445,22141
BTBD17,-0.80517894,0.4207164340056454,22142
KCNB2,-0.80539674,0.42059078652610293,22143
GALE,-0.8054185,0.420578222990161,22144
TPM3,-0.8054838,0.42054053370458966,22145
RNPC3,-0.8060065,0.4202390908280563,22146
HSPA12A,-0.8061808,0.42013863808291574,22147
GALNT13,-0.80626786,0.42008841700101573,22148
PHF21A,-0.8063114,0.4200633077827918,22149
DCLK2,-0.806355,0.4200381994464074,22150
RPS6KL1,-0.8063985,0.4200130919918792,22151
THOC5,-0.8064203,0.4200005385953164,22152
SYT2,-0.80670345,0.4198373645035549,22153
LRP4,-0.80681235,0.4197746151596239,22154
ZNF577,-0.8072697,0.41951112811674973,22155
AC022075.1,-0.80740035,0.41943586396831656,22156
TRIOBP,-0.80805373,0.41905966233951275,22157
TCOF1,-0.80822796,0.41895937543797923,22158
THAP12,-0.80848926,0.41880897156308083,22159
CAMSAP2,-0.8092951,0.41834542633230354,22160
RTCA,-0.8094258,0.41827028530853205,22161
AMBRA1,-0.8099267,0.4179823183431651,22162
MN1,-0.8100138,0.41793224905442405,22163
SETD6,-0.8104711,0.41766944325432453,22164
CNPY4,-0.8106236,0.4175818629636514,22165
AC092666.1,-0.8109067,0.41741924256571417,22166
TMEM231,-0.8112334,0.4172316500330411,22167
THAP10,-0.811277,0.41720664145091735,22168
LIG3,-0.8115601,0.4170441072083668,22169
MXRA5,-0.8118214,0.41689410874298205,22170
GRIA2,-0.81208277,0.4167441420985881,22171
POLB,-0.812257,0.41664418201571096,22172
AL683813.1,-0.8123659,0.4165817141469803,22173
PHRF1,-0.81240946,0.4165567285466807,22174
ATP5F1B,-0.8124312,0.41654423607808033,22175
PTPN13,-0.8125837,0.4164567949869875,22176
EPB41L3,-0.81310636,0.41615707919511014,22177
ARL1,-0.8131499,0.41613210862728356,22178
PRPS2,-0.81343305,0.4159698214945676,22179
FAM126B,-0.8136073,0.415869971064291,22180
ZDHHC13,-0.8137162,0.4158075717324836,22181
RNF185,-0.81375974,0.41578261354782475,22182
RASD1,-0.8139775,0.4156578358943319,22183
ZNF71,-0.8140646,0.41560793102580684,22184
RASSF3,-0.8142824,0.41548318433779285,22185
DHRSX,-0.814326,0.41545823765459744,22186
ADAMTS2,-0.81445664,0.41538340291411324,22187
PHOX2B,-0.8144784,0.4153709312316307,22188
ZMYM5,-0.81500113,0.41507167722378846,22189
TLK2,-0.8150882,0.4150218139462818,22190
CCDC59,-0.815306,0.4148971712423596,22191
TTC32,-0.81539315,0.41484732035706173,22192
SEC23A,-0.81558913,0.4147351688118106,22193
CCNL1,-0.8157416,0.4146479522263027,22194
THOC3,-0.81587225,0.41457320378520335,22195
TBC1D16,-0.8161771,0.41439882174582143,22196
ARL10,-0.8166127,0.41414977981671264,22197
CLPB,-0.81669986,0.4140999820584429,22198
SLC7A5,-0.816983,0.4139381638122577,22199
TMBIM6,-0.8170483,0.413900826454734,22200
TXNDC16,-0.81759274,0.41358975932372954,22201
FAM120AOS,-0.81759274,0.41358975932372954,22202
SLC16A2,-0.8176363,0.413564879933509,22203
OTUD6B-AS1,-0.8176363,0.413564879933509,22204
EXOC6,-0.81772345,0.4135151238112037,22205
TSPAN9,-0.8178541,0.41344049627332025,22206
EGLN1,-0.81802833,0.41334100529520423,22207
ZNF615,-0.8182897,0.41319179541376483,22208
KPNA5,-0.8183768,0.4131420658766466,22209
DDX18,-0.8185946,0.41301775754447034,22210
LZTS1,-0.8186599,0.41298046936584776,22211
KLHDC2,-0.8186599,0.41298046936584776,22212
AKAP1,-0.81874704,0.41293075489678344,22213
DEPP1,-0.8188124,0.4128934713718775,22214
DUSP4,-0.81892127,0.41283133659603266,22215
ZNF189,-0.81903017,0.41276920736081224,22216
MRPS15,-0.81911725,0.4127195079620486,22217
SEMA3F,-0.8192044,0.4126698121095643,22218
CPSF4,-0.820032,0.4121978784053304,22219
TIMM23B,-0.82024974,0.41207373853462415,22220
CU638689.4,-0.8205547,0.4118999799688816,22221
YAE1D1,-0.82062,0.4118627516454605,22222
CARD8,-0.82088137,0.4117138583121047,22223
AC048341.2,-0.8211209,0.4115774008139841,22224
ZNF333,-0.8212516,0.4115029807640199,22225
CSTF3,-0.82140404,0.4114161674657484,22226
CBWD1,-0.8214476,0.41139136566281587,22227
CCNE1,-0.8215565,0.4113293650378671,22228
HCG11,-0.8216436,0.4112797685313423,22229
RNF10,-0.82210094,0.411019445114682,22230
HOXA11,-0.8222534,0.4109326923883584,22231
NAPA,-0.82238406,0.4108583415634742,22232
RAB8A,-0.82249296,0.41079638864581025,22233
NTF3,-0.8225148,0.41078399872809,22234
TP53INP1,-0.82260185,0.4107344412766478,22235
MINDY4,-0.82281965,0.41061056318477773,22236
WDR76,-0.82292855,0.4105486324625449,22237
BEND5,-0.8237561,0.4100781403466529,22238
SNRNP27,-0.823865,0.41001625735743097,22239
SOBP,-0.8242135,0.4098182690990525,22240
NIFK-AS1,-0.8245184,0.4096450760115006,22241
MNT,-0.8249757,0.4093853680093421,22242
SLC25A12,-0.8250193,0.40936063902319497,22243
ADAMTS19,-0.82547665,0.40910103832290123,22244
TRIM9,-0.825738,0.40895273905972873,22245
AFTPH,-0.82586867,0.4088786014278545,22246
MAPRE2,-0.8270665,0.4081993793138198,22247
DSP,-0.8272843,0.40807595663348273,22248
SLC39A3,-0.8273496,0.40803893416516945,22249
NDUFS2,-0.82743675,0.4079895739871048,22250
LYRM2,-0.8275674,0.4079155403910042,22251
HNRNPA1L2,-0.82769805,0.40784151480045416,22252
MRPS18A,-0.8282861,0.4075084987223321,22253
ZER1,-0.82856923,0.4073482154791017,22254
PAK3,-0.82878697,0.4072249462594174,22255
KIF27,-0.82900476,0.4071016992876618,22256
ARL6,-0.82915723,0.40701543964593023,22257
AAK1,-0.829179,0.40700311772999553,22258
RALGDS,-0.829179,0.40700311772999553,22259
RPRD2,-0.8292879,0.40694151148804103,22260
ZNF775,-0.82944036,0.4068552720952515,22261
ST6GAL2,-0.83002836,0.40652273658607296,22262
TRMO,-0.8305075,0.4062519016974657,22263
LIMD1,-0.8308342,0.4060673033228893,22264
C1orf61,-0.83089954,0.40603038965933624,22265
BCR,-0.83281606,0.40494848057958754,22266
EEPD1,-0.83333874,0.40465371387726523,22267
PEX26,-0.83340406,0.40461687706466,22268
PITPNM1,-0.8335783,0.4045186553704324,22269
RGS5,-0.83362186,0.404494102175601,22270
SPICE1,-0.83362186,0.404494102175601,22271
AL451085.2,-0.83394855,0.4043099816325024,22272
GNPDA2,-0.8347326,0.4038682969683993,22273
HIBCH,-0.8347979,0.40383150295566206,22274
CRYAB,-0.83486325,0.40379471094970176,22275
CUX2,-0.8355384,0.40341464440750385,22276
NMNAT2,-0.83556014,0.4034023877647447,22277
SOAT1,-0.83588684,0.40321856488875385,22278
SMCR8,-0.83606106,0.40312054654298624,22279
C15orf41,-0.8366709,0.4027775947695207,22280
FAM219A,-0.8370629,0.4025572181440321,22281
THAP6,-0.8371282,0.4025204957356312,22282
SIRT7,-0.8376074,0.40225125944673545,22283
MED28,-0.8376509,0.4022267887770107,22284
TSPAN13,-0.83784693,0.40211668181205273,22285
FAM72B,-0.8380865,0.4019821311869529,22286
PSTPIP2,-0.83813006,0.40195767033897056,22287
KRAS,-0.8381954,0.4019209807413173,22288
SLC16A8,-0.838631,0.4016764347727614,22289
UHMK1,-0.8386745,0.4016519850878777,22290
TACO1,-0.83882695,0.4015664182243601,22291
CCDC137,-0.8389576,0.4014930839070584,22292
DNAJB6,-0.83904475,0.40144419882831917,22293
MDGA2,-0.84035146,0.40071135147229275,22294
TSFM,-0.8404168,0.400674730214331,22295
SLC25A37,-0.8404821,0.4006381109671675,22296
ELN,-0.8406564,0.40054046947231714,22297
CMIP,-0.84148395,0.40007686767379236,22298
CA14,-0.8418324,0.3998817634653502,22299
SPHK2,-0.84198487,0.3997964233680802,22300
LINC00511,-0.8420066,0.39978423281977493,22301
C18orf54,-0.84231156,0.3996135886165467,22302
CETN2,-0.8423333,0.39960140142160094,22303
ECPAS,-0.8425511,0.3994795417688105,22304
GANC,-0.84263825,0.39943080416805077,22305
COG1,-0.8432698,0.3990775635590531,22306
SEC22C,-0.84344405,0.39898015097120343,22307
CASP8AP2,-0.84370536,0.39883405892842205,22308
MYNN,-0.8443152,0.39849330275880934,22309
TMCC3,-0.8445112,0.398383811238057,22310
C12orf65,-0.84457654,0.3983473180916871,22311
NT5DC3,-0.8449903,0.39811624159534753,22312
AC008522.1,-0.84507746,0.39806760420512177,22313
PDHB,-0.84540415,0.39788524588133967,22314
HYDIN,-0.84577435,0.3976786339896635,22315
UBE2K,-0.8458397,0.3976421797823634,22316
FIBIN,-0.8463406,0.3973627644572001,22317
KDM4D,-0.84681976,0.3970956084425724,22318
LRRC37B,-0.8475602,0.3966829441353339,22319
ADAT1,-0.84760374,0.3966586778264988,22320
TBRG4,-0.84810466,0.39637967966951937,22321
ETFDH,-0.84854025,0.3961371688988792,22322
KIF19,-0.848562,0.39612504571265394,22323
NAPB,-0.8486274,0.39608867749823085,22324
CDC42EP3,-0.84875804,0.3960159471186663,22325
GTF3C6,-0.849651,0.3955191720871629,22326
DYNLL1,-0.84967273,0.3955070603290771,22327
NKX3-2,-0.84989053,0.3953859550752393,22328
CIPC,-0.8502172,0.3952043392209993,22329
SCAMP3,-0.8503043,0.3951559168444949,22330
PCSK9,-0.8503261,0.3951438118107874,22331
ANKHD1,-0.8503479,0.39513170700125044,22332
SUSD2,-0.8507399,0.3949138587645735,22333
FAM193A,-0.8508052,0.39487755778720224,22334
PIGW,-0.8511101,0.3947081799072871,22335
NAPG,-0.8512408,0.39463560284073274,22336
AC019171.1,-0.85130614,0.39459931733463627,22337
SV2C,-0.8513932,0.3945509397992353,22338
MRPL14,-0.8513932,0.3945509397992353,22339
JCAD,-0.85169816,0.39438164668127296,22340
XXYLT1,-0.85169816,0.39438164668127296,22341
PMS2,-0.8523733,0.39400693978340096,22342
NCALD,-0.8526782,0.3938377879710827,22343
PAPOLG,-0.85341865,0.3934271737832935,22344
ASIC1,-0.8551392,0.39247410132730465,22345
IQCB1,-0.85516095,0.3924620460980426,22346
PLEKHF2,-0.85548764,0.392281244602092,22347
GYG2,-0.8556401,0.3921968878599653,22348
SNN,-0.8558361,0.39208844535929077,22349
TP53BP2,-0.85596675,0.39201616046420473,22350
COX10,-0.85596675,0.39201616046420473,22351
SLC39A7,-0.85629344,0.39183548359766895,22352
AC092835.1,-0.85657656,0.3916789378565133,22353
FKBP5,-0.85722995,0.39131782333736753,22354
VANGL1,-0.85762197,0.3911012516774689,22355
TFPI,-0.85781795,0.3909929931467705,22356
AL163051.1,-0.8579704,0.3909088046506668,22357
PAK4,-0.85862374,0.3905481215328004,22358
MIR762HG,-0.8587762,0.3904639912434186,22359
TRIM36,-0.8589287,0.3903798719677357,22360
ZNF112,-0.85919,0.3902356931203218,22361
HPCA,-0.85934246,0.3901516037415489,22362
POP4,-0.8595385,0.39004350501224505,22363
ZNF606,-0.8596038,0.3900074761492124,22364
TMTC3,-0.859974,0.3898033508136346,22365
AP1M1,-0.8603007,0.38962329418749275,22366
DOK4,-0.86049676,0.3895152844978279,22367
USP51,-0.860671,0.3894192911770631,22368
ING2,-0.8609323,0.389275328183988,22369
ALKBH4,-0.8609976,0.38923934249623715,22370
PRDM5,-0.8611065,0.38917937084842,22371
ZNHIT6,-0.86145496,0.38898749936423016,22372
PLCH1,-0.8619559,0.3887117849980276,22373
ENO2,-0.8619777,0.3886998001165829,22374
