gene,scores,pvals,rank
SCGB2A1,0.0,1.0,8887
RRM1-AS1,0.0,1.0,8888
AC009505.1,0.0,1.0,8889
AC108718.1,0.0,1.0,8890
AC104411.1,0.0,1.0,8891
SCGB1D2,0.0,1.0,8892
SI,0.0,1.0,8893
AC074033.1,0.0,1.0,8894
AC068759.1,0.0,1.0,8895
AP001065.2,0.0,1.0,8896
BRS3,0.0,1.0,8897
NEDD8-MDP1,0.0,1.0,8898
AC114498.1,0.0,1.0,8899
LINC01127,0.0,1.0,8900
AL121753.1,0.0,1.0,8901
IGF2,0.0,1.0,8902
AL450344.2,0.0,1.0,8903
AL445123.1,0.0,1.0,8904
AL121906.1,0.0,1.0,8905
AC009955.1,0.0,1.0,8906
AC019211.1,0.0,1.0,8907
SLC39A12,0.0,1.0,8908
AC145212.1,0.0,1.0,8909
RNF223,0.0,1.0,8910
LINC01795,0.0,1.0,8911
C6orf141,-2.1778662e-05,0.9999826231414902,8912
TARSL2,-6.533599e-05,0.9999478694245038,8913
AC073343.2,-0.00010889331,0.9999131157076161,8914
AL445686.2,-0.00019600797,0.9998436082744013,8915
CLDN1,-0.00023956528,0.9998088545582061,8916
DUSP18,-0.0004137946,0.9996698396977108,8917
AL022328.4,-0.00071869587,0.9994265637184987,8918
VMAC,-0.0007622532,0.9993918100110071,8919
FAM76B,-0.0008058105,0.9993570563046692,8920
IGSF9B,-0.0008493678,0.9993223025995512,8921
ATG3,-0.0008493678,0.9993223025995512,8922
PYCARD,-0.0008711465,0.9993049257474702,8923
PLRG1,-0.0008711465,0.9993049257474702,8924
CCDC96,-0.00095826114,0.9992354183425256,8925
AC104184.1,-0.0010235971,0.999183287792596,8926
SYCP3,-0.0012413837,0.9990095193192604,8927
DENND3,-0.0012849411,0.998974765629967,8928
ASIC2,-0.0013720557,0.9989052582572817,8929
AF131216.1,-0.0014591704,0.9988357508929042,8930
AC068338.2,-0.0015027277,0.9988009972139958,8931
APOL2,-0.001546285,0.9987662435373622,8932
AC015909.3,-0.0017640716,0.9985924751906239,8933
ORC2,-0.0019165223,0.9984708373871389,8934
C14orf28,-0.0019383009,0.9984534605609049,8935
SRY,-0.0019383009,0.9984534605609049,8936
AC136475.1,-0.0022867597,0.9981754314465263,8937
ENO1-AS1,-0.0023085382,0.9981580546338834,8938
SKI,-0.002591661,0.9979321561520272,8939
C2orf76,-0.0026569967,0.9978800257560172,8940
ARMH3,-0.0027223327,0.9978278953690568,8941
PPIP5K1,-0.0031143487,0.9975151132498,8942
SLC2A4RG,-0.003223242,0.9974282293935004,8943
TSC2,-0.0035934793,0.9971328245163513,8944
CBLN2,-0.0035934793,0.9971328245163513,8945
HLA-DMA,-0.0037677085,0.9969938105900364,8946
INSRR,-0.0037894873,0.9969764338555769,8947
AC110813.1,-0.0037894873,0.9969764338555769,8948
AL513548.1,-0.0037894873,0.9969764338555769,8949
MSANTD1,-0.003811266,0.9969590571225514,8950
LAIR1,-0.003811266,0.9969590571225514,8951
CCL5,-0.003811266,0.9969590571225514,8952
RGS8,-0.003811266,0.9969590571225514,8953
AC130343.2,-0.0038330446,0.9969416803909683,8954
AC005962.1,-0.0038548233,0.9969243036608358,8955
AL136531.1,-0.0038548233,0.9969243036608358,8956
TACR3,-0.0038766018,0.9969069269321621,8957
AC026367.3,-0.0038766018,0.9969069269321621,8958
MOV10L1,-0.0038983806,0.9968895502049555,8959
AL158071.5,-0.0038983806,0.9968895502049555,8960
AC136604.3,-0.0038983806,0.9968895502049555,8961
RDH16,-0.0038983806,0.9968895502049555,8962
AL049795.1,-0.0038983806,0.9968895502049555,8963
MYLK3,-0.0038983806,0.9968895502049555,8964
AL158163.1,-0.0038983806,0.9968895502049555,8965
ZRANB2-AS1,-0.0038983806,0.9968895502049555,8966
AC011444.1,-0.0038983806,0.9968895502049555,8967
IL16,-0.0038983806,0.9968895502049555,8968
NPPA-AS1,-0.0038983806,0.9968895502049555,8969
PSMD6-AS1,-0.0038983806,0.9968895502049555,8970
PDE4D,-0.0038983806,0.9968895502049555,8971
LINC00886,-0.0038983806,0.9968895502049555,8972
DCST2,-0.0039201593,0.9968721734792242,8973
CEP295NL,-0.0039201593,0.9968721734792242,8974
RBPMS-AS1,-0.003941938,0.9968547967549765,8975
C7orf43,-0.00407261,0.9967505364411061,8976
AL391807.1,-0.0041597243,0.9966810295959075,8977
LINC01571,-0.0042468393,0.9966115227758964,8978
RNASE4,-0.004333954,0.9965420159816001,8979
AC092171.4,-0.0043557324,0.9965246392871057,8980
WFIKKN1,-0.0043775113,0.9965072625942598,8981
TRMT2B,-0.0044210684,0.996472509213546,8982
AC233723.1,-0.0045517404,0.9963682491118233,8983
AC020910.4,-0.0045735193,0.9963508724341839,8984
AC095055.1,-0.0046824124,0.996263989072113,8985
ARHGAP45,-0.0046824124,0.996263989072113,8986
CCDC36,-0.0046824124,0.996263989072113,8987
CCDC93,-0.004769527,0.9961944824143031,8988
RYR1,-0.0048130844,0.9961597290961951,8989
VPS37C,-0.004921978,0.996072845832945,8990
PMPCA,-0.004987314,0.9960207158972811,8991
RANGRF,-0.00505265,0.9959685859786037,8992
WBP4,-0.005226879,0.9958295729468688,8993
EAF1-AS1,-0.005226879,0.9958295729468688,8994
OSBPL7,-0.0053357724,0.9957426898660534,8995
AL445250.1,-0.0056406735,0.9954994175116212,8996
AL049870.2,-0.0059020175,0.9952908986828275,8997
LINC02277,-0.0059020175,0.9952908986828275,8998
LINC02332,-0.0059020175,0.9952908986828275,8999
TRAV13-2,-0.0059020175,0.9952908986828275,9000
TRAV8-3,-0.0059020175,0.9952908986828275,9001
LINC01647,-0.0059020175,0.9952908986828275,9002
AL161757.5,-0.0059020175,0.9952908986828275,9003
AL355493.2,-0.0059020175,0.9952908986828275,9004
AC243836.1,-0.0059020175,0.9952908986828275,9005
AL031283.3,-0.0059020175,0.9952908986828275,9006
C1orf195,-0.0059020175,0.9952908986828275,9007
AL357873.1,-0.0059020175,0.9952908986828275,9008
AL355303.1,-0.0059020175,0.9952908986828275,9009
AL391427.1,-0.0059020175,0.9952908986828275,9010
LINC00707,-0.0059020175,0.9952908986828275,9011
LINC01516,-0.0059020175,0.9952908986828275,9012
AL137186.1,-0.0059020175,0.9952908986828275,9013
AL110505.1,-0.0059020175,0.9952908986828275,9014
GPR174,-0.0059020175,0.9952908986828275,9015
P2RY10,-0.0059020175,0.9952908986828275,9016
PGAM4,-0.0059020175,0.9952908986828275,9017
IL2RG,-0.0059020175,0.9952908986828275,9018
AC091808.1,-0.0059020175,0.9952908986828275,9019
AL591503.1,-0.0059020175,0.9952908986828275,9020
LINC01303,-0.0059020175,0.9952908986828275,9021
AL355916.2,-0.0059020175,0.9952908986828275,9022
RNASE9,-0.0059020175,0.9952908986828275,9023
P2RY4,-0.0059020175,0.9952908986828275,9024
SPIN4-AS1,-0.0059020175,0.9952908986828275,9025
AL158801.3,-0.0059020175,0.9952908986828275,9026
SLC39A2,-0.0059020175,0.9952908986828275,9027
AL355922.1,-0.0059020175,0.9952908986828275,9028
AL133371.1,-0.0059020175,0.9952908986828275,9029
EDDM3A,-0.0059020175,0.9952908986828275,9030
AL163636.1,-0.0059020175,0.9952908986828275,9031
PAGE2,-0.0059020175,0.9952908986828275,9032
AL355834.1,-0.0059020175,0.9952908986828275,9033
OTX2,-0.0059020175,0.9952908986828275,9034
PADI4,-0.0059020175,0.9952908986828275,9035
PADI1,-0.0059020175,0.9952908986828275,9036
AL049569.1,-0.0059020175,0.9952908986828275,9037
CELA2A,-0.0059020175,0.9952908986828275,9038
KRTAP7-1,-0.0059020175,0.9952908986828275,9039
KRTAP20-3,-0.0059020175,0.9952908986828275,9040
AL450998.3,-0.0059020175,0.9952908986828275,9041
AL121992.2,-0.0059020175,0.9952908986828275,9042
AL121992.3,-0.0059020175,0.9952908986828275,9043
AP000275.2,-0.0059020175,0.9952908986828275,9044
AP000266.1,-0.0059020175,0.9952908986828275,9045
LINC00837,-0.0059020175,0.9952908986828275,9046
LINC01500,-0.0059020175,0.9952908986828275,9047
AL139021.2,-0.0059020175,0.9952908986828275,9048
AC136489.1,-0.0059020175,0.9952908986828275,9049
AC091806.1,-0.0059020175,0.9952908986828275,9050
AC078993.1,-0.0059020175,0.9952908986828275,9051
GRPR,-0.0059020175,0.9952908986828275,9052
BMX,-0.0059020175,0.9952908986828275,9053
AL357153.1,-0.0059020175,0.9952908986828275,9054
ASB11,-0.0059020175,0.9952908986828275,9055
LINC00565,-0.0059020175,0.9952908986828275,9056
GRTP1-AS1,-0.0059020175,0.9952908986828275,9057
AL049871.1,-0.0059020175,0.9952908986828275,9058
MPC1L,-0.0059020175,0.9952908986828275,9059
OTC,-0.0059020175,0.9952908986828275,9060
IL9R,-0.0059020175,0.9952908986828275,9061
AC234781.1,-0.0059020175,0.9952908986828275,9062
LINC01054,-0.0059020175,0.9952908986828275,9063
MAGEB3,-0.0059020175,0.9952908986828275,9064
AC112495.1,-0.0059020175,0.9952908986828275,9065
AP000459.1,-0.0059020175,0.9952908986828275,9066
LINC01425,-0.0059020175,0.9952908986828275,9067
AL591896.1,-0.0059020175,0.9952908986828275,9068
AC004824.1,-0.0059020175,0.9952908986828275,9069
LINC00314,-0.0059020175,0.9952908986828275,9070
LINC00705,-0.0059020175,0.9952908986828275,9071
MANCR,-0.0059020175,0.9952908986828275,9072
AL513303.1,-0.0059020175,0.9952908986828275,9073
AL451042.2,-0.0059020175,0.9952908986828275,9074
KRTAP13-1,-0.0059020175,0.9952908986828275,9075
AC112493.1,-0.0059020175,0.9952908986828275,9076
CCDC196,-0.0059020175,0.9952908986828275,9077
AL121820.1,-0.0059020175,0.9952908986828275,9078
EIF1AX-AS1,-0.0059020175,0.9952908986828275,9079
LINC01456,-0.0059020175,0.9952908986828275,9080
S100G,-0.0059020175,0.9952908986828275,9081
AC246817.1,-0.0059020175,0.9952908986828275,9082
AC245187.1,-0.0059020175,0.9952908986828275,9083
AC103957.1,-0.0059020175,0.9952908986828275,9084
ZNF705G,-0.0059020175,0.9952908986828275,9085
AC006357.1,-0.0059020175,0.9952908986828275,9086
AC004817.4,-0.0059020175,0.9952908986828275,9087
AC135371.1,-0.0059020175,0.9952908986828275,9088
LINC02154,-0.0059020175,0.9952908986828275,9089
AC005225.3,-0.0059020175,0.9952908986828275,9090
VCX3A,-0.0059020175,0.9952908986828275,9091
FAM239C,-0.0059020175,0.9952908986828275,9092
AF067845.2,-0.0059020175,0.9952908986828275,9093
AC084768.1,-0.0059020175,0.9952908986828275,9094
LINC00404,-0.0059020175,0.9952908986828275,9095
AL391883.1,-0.0059020175,0.9952908986828275,9096
AP000221.1,-0.0059020175,0.9952908986828275,9097
AF111169.2,-0.0059020175,0.9952908986828275,9098
LINC00244,-0.0059020175,0.9952908986828275,9099
AC021218.1,-0.0059020175,0.9952908986828275,9100
LINC00996,-0.0059020175,0.9952908986828275,9101
ISM2,-0.0059020175,0.9952908986828275,9102
NGB,-0.0059020175,0.9952908986828275,9103
AC010973.1,-0.0059020175,0.9952908986828275,9104
DEFA5,-0.0059020175,0.9952908986828275,9105
AC006372.1,-0.0059020175,0.9952908986828275,9106
AC006967.3,-0.0059020175,0.9952908986828275,9107
GYG2-AS1,-0.0059020175,0.9952908986828275,9108
ASMT,-0.0059020175,0.9952908986828275,9109
EN2,-0.0059020175,0.9952908986828275,9110
AF107885.2,-0.0059020175,0.9952908986828275,9111
AF111167.1,-0.0059020175,0.9952908986828275,9112
AC011899.1,-0.0059020175,0.9952908986828275,9113
AF131215.3,-0.0059020175,0.9952908986828275,9114
AL162574.1,-0.0059020175,0.9952908986828275,9115
MDS2,-0.0059020175,0.9952908986828275,9116
FP671120.1,-0.0059020175,0.9952908986828275,9117
AF130359.1,-0.0059020175,0.9952908986828275,9118
AL157359.2,-0.0059020175,0.9952908986828275,9119
AF240627.1,-0.0059020175,0.9952908986828275,9120
MIR548XHG,-0.0059020175,0.9952908986828275,9121
CHODL-AS1,-0.0059020175,0.9952908986828275,9122
AL357833.2,-0.0059020175,0.9952908986828275,9123
AP001439.1,-0.0059020175,0.9952908986828275,9124
PLA2G2C,-0.0059020175,0.9952908986828275,9125
Z98257.1,-0.0059020175,0.9952908986828275,9126
AC007686.2,-0.0059020175,0.9952908986828275,9127
FP236315.3,-0.0059020175,0.9952908986828275,9128
FP565260.3,-0.0059020175,0.9952908986828275,9129
U62317.4,-0.0059020175,0.9952908986828275,9130
AL109936.2,-0.0059020175,0.9952908986828275,9131
CU633980.1,-0.0059020175,0.9952908986828275,9132
CU633906.1,-0.0059020175,0.9952908986828275,9133
SIK1B,-0.0059020175,0.9952908986828275,9134
AP002856.4,-0.0059020175,0.9952908986828275,9135
C11orf44,-0.0059020175,0.9952908986828275,9136
AP004550.1,-0.0059020175,0.9952908986828275,9137
OR2A1,-0.0059020175,0.9952908986828275,9138
AC092681.2,-0.0059020175,0.9952908986828275,9139
AL135746.1,-0.0059020175,0.9952908986828275,9140
AL512791.1,-0.0059020175,0.9952908986828275,9141
AC006974.1,-0.0059020175,0.9952908986828275,9142
AC103957.2,-0.0059020175,0.9952908986828275,9143
CLYBL-AS2,-0.0059020175,0.9952908986828275,9144
BDKRB1,-0.0059020175,0.9952908986828275,9145
AL135818.2,-0.0059020175,0.9952908986828275,9146
OR2A12,-0.0059020175,0.9952908986828275,9147
OR6B1,-0.0059020175,0.9952908986828275,9148
LINC02321,-0.0059020175,0.9952908986828275,9149
AL139193.1,-0.0059020175,0.9952908986828275,9150
AL096869.1,-0.0059020175,0.9952908986828275,9151
TAS2R39,-0.0059020175,0.9952908986828275,9152
TRPV5,-0.0059020175,0.9952908986828275,9153
GATA4,-0.0059020175,0.9952908986828275,9154
AC022239.1,-0.0059020175,0.9952908986828275,9155
AL160153.1,-0.0059020175,0.9952908986828275,9156
AL133216.1,-0.0059020175,0.9952908986828275,9157
U62317.5,-0.0059020175,0.9952908986828275,9158
AL132796.2,-0.0059020175,0.9952908986828275,9159
AC009542.1,-0.0059020175,0.9952908986828275,9160
AKR1B15,-0.0059020175,0.9952908986828275,9161
AC008154.2,-0.0059020175,0.9952908986828275,9162
ZNF705D,-0.0059020175,0.9952908986828275,9163
IRF5,-0.0059020175,0.9952908986828275,9164
AF131216.5,-0.0059020175,0.9952908986828275,9165
AC073878.2,-0.0059020175,0.9952908986828275,9166
TRBC2,-0.0059020175,0.9952908986828275,9167
PRSS37,-0.0059020175,0.9952908986828275,9168
AKR1D1,-0.0059020175,0.9952908986828275,9169
SERPINA10,-0.0059020175,0.9952908986828275,9170
WEE2,-0.0059020175,0.9952908986828275,9171
FAM167A-AS1,-0.0059020175,0.9952908986828275,9172
AF131216.3,-0.0059020175,0.9952908986828275,9173
PCCA-AS1,-0.0059020175,0.9952908986828275,9174
OPN1SW,-0.0059020175,0.9952908986828275,9175
AL161896.1,-0.0059020175,0.9952908986828275,9176
AC006148.2,-0.0059020175,0.9952908986828275,9177
AL132712.1,-0.0059020175,0.9952908986828275,9178
FO393419.2,-0.0059020175,0.9952908986828275,9179
LINC01310,-0.0059020175,0.9952908986828275,9180
FP325330.3,-0.0059020175,0.9952908986828275,9181
Z98885.2,-0.0059020175,0.9952908986828275,9182
AL023802.1,-0.0059020175,0.9952908986828275,9183
NR0B2,-0.0059020175,0.9952908986828275,9184
AL034380.1,-0.0059020175,0.9952908986828275,9185
AP000844.2,-0.0059020175,0.9952908986828275,9186
AL365199.1,-0.0059020175,0.9952908986828275,9187
AC009264.1,-0.0059020175,0.9952908986828275,9188
AC002066.1,-0.0059020175,0.9952908986828275,9189
GJB5,-0.0059020175,0.9952908986828275,9190
LINC00207,-0.0059020175,0.9952908986828275,9191
EFCAB6-AS1,-0.0059020175,0.9952908986828275,9192
AL109945.1,-0.0059020175,0.9952908986828275,9193
HCRTR1,-0.0059020175,0.9952908986828275,9194
AL121672.3,-0.0059020175,0.9952908986828275,9195
AP003500.1,-0.0059020175,0.9952908986828275,9196
AP003481.1,-0.0059020175,0.9952908986828275,9197
FXYD4,-0.0059020175,0.9952908986828275,9198
LINC00523,-0.0059020175,0.9952908986828275,9199
AC087071.2,-0.0059020175,0.9952908986828275,9200
AL049836.2,-0.0059020175,0.9952908986828275,9201
EXOC3L4,-0.0059020175,0.9952908986828275,9202
LBHD2,-0.0059020175,0.9952908986828275,9203
LINC02323,-0.0059020175,0.9952908986828275,9204
GOLGA6L6,-0.0059020175,0.9952908986828275,9205
IGHM,-0.0059020175,0.9952908986828275,9206
LINC01510,-0.0059020175,0.9952908986828275,9207
AC006159.2,-0.0059020175,0.9952908986828275,9208
GOLGA6L1,-0.0059020175,0.9952908986828275,9209
AC126335.1,-0.0059020175,0.9952908986828275,9210
AC024958.1,-0.0059020175,0.9952908986828275,9211
AL139300.1,-0.0059020175,0.9952908986828275,9212
AL139300.2,-0.0059020175,0.9952908986828275,9213
PAX4,-0.0059020175,0.9952908986828275,9214
AL583722.3,-0.0059020175,0.9952908986828275,9215
AL359399.1,-0.0059020175,0.9952908986828275,9216
AC003084.1,-0.0059020175,0.9952908986828275,9217
AC073323.1,-0.0059020175,0.9952908986828275,9218
AC037459.4,-0.0059020175,0.9952908986828275,9219
GPC6-AS1,-0.0059020175,0.9952908986828275,9220
MYL10,-0.0059020175,0.9952908986828275,9221
AC009623.1,-0.0059020175,0.9952908986828275,9222
AL356056.3,-0.0059020175,0.9952908986828275,9223
AL603839.1,-0.0059020175,0.9952908986828275,9224
ENTHD1,-0.0059020175,0.9952908986828275,9225
AL442071.1,-0.0059020175,0.9952908986828275,9226
AL008582.1,-0.0059020175,0.9952908986828275,9227
LINC01685,-0.0059020175,0.9952908986828275,9228
AL122010.1,-0.0059020175,0.9952908986828275,9229
Z99716.1,-0.0059020175,0.9952908986828275,9230
AL138787.2,-0.0059020175,0.9952908986828275,9231
AL354864.1,-0.0059020175,0.9952908986828275,9232
AL353801.2,-0.0059020175,0.9952908986828275,9233
AP000821.1,-0.0059020175,0.9952908986828275,9234
IGHV1OR15-6,-0.0059020175,0.9952908986828275,9235
AC069294.1,-0.0059020175,0.9952908986828275,9236
AC087878.1,-0.0059020175,0.9952908986828275,9237
AC093799.1,-0.0059020175,0.9952908986828275,9238
AC013356.4,-0.0059020175,0.9952908986828275,9239
AC020658.2,-0.0059020175,0.9952908986828275,9240
BMF-AS1,-0.0059020175,0.9952908986828275,9241
LINC00402,-0.0059020175,0.9952908986828275,9242
AC073130.2,-0.0059020175,0.9952908986828275,9243
AC002463.1,-0.0059020175,0.9952908986828275,9244
AC005050.1,-0.0059020175,0.9952908986828275,9245
AC002384.1,-0.0059020175,0.9952908986828275,9246
AC127522.1,-0.0059020175,0.9952908986828275,9247
GOLGA8M,-0.0059020175,0.9952908986828275,9248
NFE4,-0.0059020175,0.9952908986828275,9249
GOLGA8K,-0.0059020175,0.9952908986828275,9250
C15orf62,-0.0059020175,0.9952908986828275,9251
AC124290.1,-0.0059020175,0.9952908986828275,9252
LINC00364,-0.0059020175,0.9952908986828275,9253
PCDH9-AS2,-0.0059020175,0.9952908986828275,9254
PCDH20,-0.0059020175,0.9952908986828275,9255
AC002064.1,-0.0059020175,0.9952908986828275,9256
WDFY4,-0.0059020175,0.9952908986828275,9257
DMBX1,-0.0059020175,0.9952908986828275,9258
Z82188.2,-0.0059020175,0.9952908986828275,9259
AL451062.1,-0.0059020175,0.9952908986828275,9260
MPL,-0.0059020175,0.9952908986828275,9261
EDN2,-0.0059020175,0.9952908986828275,9262
AP000842.2,-0.0059020175,0.9952908986828275,9263
CHRM5,-0.0059020175,0.9952908986828275,9264
AC114546.2,-0.0059020175,0.9952908986828275,9265
CYP3A4,-0.0059020175,0.9952908986828275,9266
MAGI2-AS1,-0.0059020175,0.9952908986828275,9267
AC026979.1,-0.0059020175,0.9952908986828275,9268
DIAPH3-AS1,-0.0059020175,0.9952908986828275,9269
AL445288.1,-0.0059020175,0.9952908986828275,9270
AL136359.1,-0.0059020175,0.9952908986828275,9271
AL049637.1,-0.0059020175,0.9952908986828275,9272
AL135960.1,-0.0059020175,0.9952908986828275,9273
APOL3,-0.0059020175,0.9952908986828275,9274
APOL5,-0.0059020175,0.9952908986828275,9275
CYP4Z1,-0.0059020175,0.9952908986828275,9276
CYP4A11,-0.0059020175,0.9952908986828275,9277
AC025871.1,-0.0059020175,0.9952908986828275,9278
AC004012.1,-0.0059020175,0.9952908986828275,9279
AC020661.1,-0.0059020175,0.9952908986828275,9280
SLC5A1,-0.0059020175,0.9952908986828275,9281
TXNDC12-AS1,-0.0059020175,0.9952908986828275,9282
SLC5A9,-0.0059020175,0.9952908986828275,9283
LINC01640,-0.0059020175,0.9952908986828275,9284
Z82246.1,-0.0059020175,0.9952908986828275,9285
PRKG1-AS1,-0.0059020175,0.9952908986828275,9286
OR8D4,-0.0059020175,0.9952908986828275,9287
C10orf53,-0.0059020175,0.9952908986828275,9288
AC020661.2,-0.0059020175,0.9952908986828275,9289
SAMD9L,-0.0059020175,0.9952908986828275,9290
PLA2G4F,-0.0059020175,0.9952908986828275,9291
EHD4-AS1,-0.0059020175,0.9952908986828275,9292
AC020659.1,-0.0059020175,0.9952908986828275,9293
AC016134.1,-0.0059020175,0.9952908986828275,9294
MTRNR2L5,-0.0059020175,0.9952908986828275,9295
DIO1,-0.0059020175,0.9952908986828275,9296
AC025580.2,-0.0059020175,0.9952908986828275,9297
ZNF679,-0.0059020175,0.9952908986828275,9298
ZNF716,-0.0059020175,0.9952908986828275,9299
AC118758.3,-0.0059020175,0.9952908986828275,9300
AC113133.1,-0.0059020175,0.9952908986828275,9301
AC010857.1,-0.0059020175,0.9952908986828275,9302
CCL26,-0.0059020175,0.9952908986828275,9303
AC091117.1,-0.0059020175,0.9952908986828275,9304
TRIM74,-0.0059020175,0.9952908986828275,9305
AC087623.1,-0.0059020175,0.9952908986828275,9306
AC084024.1,-0.0059020175,0.9952908986828275,9307
AC009558.1,-0.0059020175,0.9952908986828275,9308
AC073941.1,-0.0059020175,0.9952908986828275,9309
RNF185-AS1,-0.0059020175,0.9952908986828275,9310
AC011294.1,-0.0059020175,0.9952908986828275,9311
AC090971.2,-0.0059020175,0.9952908986828275,9312
AC066613.1,-0.0059020175,0.9952908986828275,9313
AC011290.1,-0.0059020175,0.9952908986828275,9314
POU6F2-AS2,-0.0059020175,0.9952908986828275,9315
IDO1,-0.0059020175,0.9952908986828275,9316
MLNR,-0.0059020175,0.9952908986828275,9317
AL392048.1,-0.0059020175,0.9952908986828275,9318
LEXM,-0.0059020175,0.9952908986828275,9319
AL445183.2,-0.0059020175,0.9952908986828275,9320
AC004832.1,-0.0059020175,0.9952908986828275,9321
AP001360.1,-0.0059020175,0.9952908986828275,9322
AP003390.1,-0.0059020175,0.9952908986828275,9323
AP003390.2,-0.0059020175,0.9952908986828275,9324
AC016396.2,-0.0059020175,0.9952908986828275,9325
AC016396.1,-0.0059020175,0.9952908986828275,9326
AC022568.1,-0.0059020175,0.9952908986828275,9327
AL590783.1,-0.0059020175,0.9952908986828275,9328
UBE2U,-0.0059020175,0.9952908986828275,9329
AL121885.2,-0.0059020175,0.9952908986828275,9330
AL008638.1,-0.0059020175,0.9952908986828275,9331
AL008638.6,-0.0059020175,0.9952908986828275,9332
AL008638.2,-0.0059020175,0.9952908986828275,9333
AL008638.5,-0.0059020175,0.9952908986828275,9334
C1orf87,-0.0059020175,0.9952908986828275,9335
AC025038.1,-0.0059020175,0.9952908986828275,9336
AL353681.1,-0.0059020175,0.9952908986828275,9337
AC066613.2,-0.0059020175,0.9952908986828275,9338
LINC01445,-0.0059020175,0.9952908986828275,9339
AC020743.1,-0.0059020175,0.9952908986828275,9340
USP50,-0.0059020175,0.9952908986828275,9341
LUARIS,-0.0059020175,0.9952908986828275,9342
AP000892.1,-0.0059020175,0.9952908986828275,9343
AC004593.1,-0.0059020175,0.9952908986828275,9344
AC104574.2,-0.0059020175,0.9952908986828275,9345
AC107905.1,-0.0059020175,0.9952908986828275,9346
CCDC129,-0.0059020175,0.9952908986828275,9347
AC005154.4,-0.0059020175,0.9952908986828275,9348
AC006978.2,-0.0059020175,0.9952908986828275,9349
LINC01055,-0.0059020175,0.9952908986828275,9350
AC025271.2,-0.0059020175,0.9952908986828275,9351
LINC01449,-0.0059020175,0.9952908986828275,9352
TRGV9,-0.0059020175,0.9952908986828275,9353
AC007349.2,-0.0059020175,0.9952908986828275,9354
AC090651.1,-0.0059020175,0.9952908986828275,9355
CRHR2,-0.0059020175,0.9952908986828275,9356
LDHAL6B,-0.0059020175,0.9952908986828275,9357
AC103724.3,-0.0059020175,0.9952908986828275,9358
AC073333.1,-0.0059020175,0.9952908986828275,9359
AC003985.2,-0.0059020175,0.9952908986828275,9360
AC007001.1,-0.0059020175,0.9952908986828275,9361
AC011939.3,-0.0059020175,0.9952908986828275,9362
AGR3,-0.0059020175,0.9952908986828275,9363
AL359706.1,-0.0059020175,0.9952908986828275,9364
AL035409.1,-0.0059020175,0.9952908986828275,9365
AC092813.1,-0.0059020175,0.9952908986828275,9366
ADORA2A,-0.0059020175,0.9952908986828275,9367
SPECC1L-ADORA2A,-0.0059020175,0.9952908986828275,9368
AC099786.3,-0.0059020175,0.9952908986828275,9369
AP000357.2,-0.0059020175,0.9952908986828275,9370
AP000355.1,-0.0059020175,0.9952908986828275,9371
AL022329.1,-0.0059020175,0.9952908986828275,9372
AL022332.1,-0.0059020175,0.9952908986828275,9373
LINC00400,-0.0059020175,0.9952908986828275,9374
AL596223.1,-0.0059020175,0.9952908986828275,9375
IGLC7,-0.0059020175,0.9952908986828275,9376
ZNF280A,-0.0059020175,0.9952908986828275,9377
AL035706.1,-0.0059020175,0.9952908986828275,9378
AP000350.4,-0.0059020175,0.9952908986828275,9379
AC093580.1,-0.0059020175,0.9952908986828275,9380
LINC01781,-0.0059020175,0.9952908986828275,9381
AC016395.1,-0.0059020175,0.9952908986828275,9382
AL139240.1,-0.0059020175,0.9952908986828275,9383
AL354949.1,-0.0059020175,0.9952908986828275,9384
JAZF1-AS1,-0.0059020175,0.9952908986828275,9385
EVX1-AS,-0.0059020175,0.9952908986828275,9386
AC015914.1,-0.0059020175,0.9952908986828275,9387
AC007950.1,-0.0059020175,0.9952908986828275,9388
AC002480.3,-0.0059020175,0.9952908986828275,9389
AC004949.1,-0.0059020175,0.9952908986828275,9390
AC021818.1,-0.0059020175,0.9952908986828275,9391
AC100826.1,-0.0059020175,0.9952908986828275,9392
AC074389.1,-0.0059020175,0.9952908986828275,9393
RBAKDN,-0.0059020175,0.9952908986828275,9394
AC068397.1,-0.0059020175,0.9952908986828275,9395
LINC00284,-0.0059020175,0.9952908986828275,9396
AC006042.1,-0.0059020175,0.9952908986828275,9397
AC005014.3,-0.0059020175,0.9952908986828275,9398
ISPD-AS1,-0.0059020175,0.9952908986828275,9399
LINC02206,-0.0059020175,0.9952908986828275,9400
LINC01602,-0.0059020175,0.9952908986828275,9401
AC090796.1,-0.0059020175,0.9952908986828275,9402
AL512506.3,-0.0059020175,0.9952908986828275,9403
AC100835.1,-0.0059020175,0.9952908986828275,9404
AC011124.2,-0.0059020175,0.9952908986828275,9405
AC093627.7,-0.0059020175,0.9952908986828275,9406
SERPIND1,-0.0059020175,0.9952908986828275,9407
AC092807.1,-0.0059020175,0.9952908986828275,9408
GGT2,-0.0059020175,0.9952908986828275,9409
LINC01637,-0.0059020175,0.9952908986828275,9410
LINC01364,-0.0059020175,0.9952908986828275,9411
AP000553.3,-0.0059020175,0.9952908986828275,9412
APOA5,-0.0059020175,0.9952908986828275,9413
AP002991.1,-0.0059020175,0.9952908986828275,9414
RSPH10B2,-0.0059020175,0.9952908986828275,9415
AC026992.2,-0.0059020175,0.9952908986828275,9416
AC027088.2,-0.0059020175,0.9952908986828275,9417
